artist_id,track_id,trend,ma,ma1,std
21,36,44,108.0,98.5,13.435028842544403
21,36,45,134.0,121.0,18.384776310850235
21,36,46,124.0,129.0,7.0710678118654755
21,36,47,127.0,125.5,2.1213203435596424
21,36,48,143.0,135.0,11.313708498984761
21,36,49,122.0,132.5,14.849242404917497
21,36,50,101.0,111.5,14.849242404917497
21,36,51,94.0,97.5,4.949747468305833
21,36,52,95.0,94.5,0.7071067811865476
21,36,53,126.0,110.5,21.920310216782973
21,36,54,110.0,118.0,11.313708498984761
21,36,55,112.0,111.0,1.4142135623730951
21,36,56,96.0,104.0,11.313708498984761
21,36,57,75.0,85.5,14.849242404917497
21,36,58,126.0,100.5,36.062445840513924
21,36,59,88.0,107.0,26.870057685088806
21,36,60,89.0,88.5,0.7071067811865476
21,36,61,85.0,87.0,2.8284271247461903
21,36,62,77.0,81.0,5.656854249492381
21,36,63,83.0,80.0,4.242640687119285
21,36,64,100.0,91.5,12.020815280171307
21,36,65,94.0,97.0,4.242640687119285
21,36,66,52.0,73.0,29.698484809834994
21,36,67,77.0,64.5,17.67766952966369
21,36,68,66.0,71.5,7.7781745930520225
21,36,69,49.0,57.5,12.020815280171307
21,36,70,50.0,49.5,0.7071067811865476
21,36,71,44.0,47.0,4.242640687119285
21,36,72,49.0,46.5,3.5355339059327378
21,36,73,65.0,57.0,11.313708498984761
21,36,74,46.0,55.5,13.435028842544403
21,36,75,42.0,44.0,2.8284271247461903
21,36,76,48.0,45.0,4.242640687119285
21,36,77,31.0,39.5,12.020815280171307
21,36,78,39.0,35.0,5.656854249492381
21,36,79,46.0,42.5,4.949747468305833
21,36,80,43.0,44.5,2.1213203435596424
21,36,81,44.0,43.5,0.7071067811865476
21,36,82,55.0,49.5,7.7781745930520225
21,36,83,61.0,58.0,4.242640687119285
21,36,84,44.0,52.5,12.020815280171307
21,36,85,106.0,75.0,43.840620433565945
21,36,86,292.0,199.0,131.52186130069785
21,36,87,305.0,298.5,9.192388155425117
21,36,88,206.0,255.5,70.0035713374682
21,36,89,205.0,205.5,0.7071067811865476
21,36,90,103.0,154.0,72.12489168102785
21,36,91,69.0,86.0,24.041630560342615
21,36,92,36.0,52.5,23.33452377915607
21,36,93,67.0,51.5,21.920310216782973
21,36,94,49.0,58.0,12.727922061357855
21,36,95,56.0,52.5,4.949747468305833
21,36,96,63.0,59.5,4.949747468305833
21,36,97,49.0,56.0,9.899494936611665
21,36,98,36.0,42.5,9.192388155425117
21,36,99,24.0,30.0,8.48528137423857
21,36,100,48.0,36.0,16.97056274847714
21,36,101,27.0,37.5,14.849242404917497
21,36,102,19.0,23.0,5.656854249492381
21,36,103,20.0,19.5,0.7071067811865476
21,36,104,28.0,24.0,5.656854249492381
21,36,105,41.0,34.5,9.192388155425117
21,36,106,37.0,39.0,2.8284271247461903
21,36,107,31.0,34.0,4.242640687119285
21,36,108,27.0,29.0,2.8284271247461903
21,36,109,21.0,24.0,4.242640687119285
21,36,110,46.0,33.5,17.67766952966369
21,36,111,42.0,44.0,2.8284271247461903
21,36,112,21.0,31.5,14.849242404917497
13,40,1,0.0,0.0,0.0
13,40,2,473.0,473.0,0.0
13,40,3,192.0,332.5,198.69700551341987
13,40,4,145.0,168.5,33.23401871576773
13,40,5,152.0,148.5,4.949747468305833
13,40,6,129.0,140.5,16.263455967290593
13,40,7,278.0,203.5,105.35891039679558
13,40,8,104.0,191.0,123.03657992645927
13,40,9,80.0,92.0,16.97056274847714
13,40,10,68.0,74.0,8.48528137423857
13,40,11,96.0,82.0,19.79898987322333
13,40,12,83.0,89.5,9.192388155425117
13,40,13,177.0,130.0,66.46803743153546
13,40,14,347.0,262.0,120.20815280171308
13,40,15,431.0,389.0,59.39696961966999
13,40,16,432.0,431.5,0.7071067811865476
13,40,17,631.0,531.5,140.71424945612296
13,40,18,130.0,380.5,354.26049737446033
13,40,19,83.0,106.5,33.23401871576773
13,40,20,76.0,79.5,4.949747468305833
13,40,21,61.0,68.5,10.606601717798213
13,40,22,58.0,59.5,2.1213203435596424
13,40,23,43.0,50.5,10.606601717798213
13,40,24,44.0,43.5,0.7071067811865476
13,40,25,44.0,44.0,0.0
13,40,26,49.0,46.5,3.5355339059327378
13,40,27,33.0,41.0,11.313708498984761
13,40,28,33.0,33.0,0.0
13,40,29,33.0,33.0,0.0
13,40,30,34.0,33.5,0.7071067811865476
13,40,31,33.0,33.5,0.7071067811865476
13,40,32,29.0,31.0,2.8284271247461903
13,40,33,18.0,23.5,7.7781745930520225
13,40,34,19.0,18.5,0.7071067811865476
13,40,35,18.0,18.5,0.7071067811865476
13,40,36,24.0,21.0,4.242640687119285
13,40,37,28.0,26.0,2.8284271247461903
13,40,38,20.0,24.0,5.656854249492381
13,40,39,38.0,29.0,12.727922061357855
13,40,40,30.0,34.0,5.656854249492381
13,40,41,17.0,23.5,9.192388155425117
13,40,42,28.0,22.5,7.7781745930520225
13,40,43,29.0,28.5,0.7071067811865476
13,40,44,43.0,36.0,9.899494936611665
13,40,45,29.0,36.0,9.899494936611665
13,40,46,24.0,26.5,3.5355339059327378
13,40,47,17.0,20.5,4.949747468305833
13,40,48,29.0,23.0,8.48528137423857
13,40,49,19.0,24.0,7.0710678118654755
13,40,50,14.0,16.5,3.5355339059327378
13,40,51,15.0,14.5,0.7071067811865476
13,40,52,13.0,14.0,1.4142135623730951
13,40,53,17.0,15.0,2.8284271247461903
13,40,54,19.0,18.0,1.4142135623730951
13,40,55,15.0,17.0,2.8284271247461903
13,40,56,14.0,14.5,0.7071067811865476
13,40,57,13.0,13.5,0.7071067811865476
13,40,58,17.0,15.0,2.8284271247461903
13,40,59,19.0,18.0,1.4142135623730951
13,40,60,12.0,15.5,4.949747468305833
13,40,61,19.0,15.5,4.949747468305833
13,40,62,18.0,18.5,0.7071067811865476
13,40,63,7.0,12.5,7.7781745930520225
13,40,64,16.0,11.5,6.363961030678928
13,40,65,23.0,19.5,4.949747468305833
13,40,66,16.0,19.5,4.949747468305833
13,40,67,15.0,15.5,0.7071067811865476
13,40,68,13.0,14.0,1.4142135623730951
13,40,69,8.0,10.5,3.5355339059327378
13,40,70,10.0,9.0,1.4142135623730951
13,40,71,6.0,8.0,2.8284271247461903
13,40,72,11.0,8.5,3.5355339059327378
13,40,73,21.0,16.0,7.0710678118654755
13,40,74,19.0,20.0,1.4142135623730951
13,40,75,9.0,14.0,7.0710678118654755
13,40,76,12.0,10.5,2.1213203435596424
13,40,77,10.0,11.0,1.4142135623730951
13,40,78,12.0,11.0,1.4142135623730951
13,40,79,18.0,15.0,4.242640687119285
13,40,80,12.0,15.0,4.242640687119285
13,40,81,10.0,11.0,1.4142135623730951
13,40,82,14.0,12.0,2.8284271247461903
13,40,83,8.0,11.0,4.242640687119285
13,40,84,8.0,8.0,0.0
13,40,85,7.0,7.5,0.7071067811865476
13,40,86,7.0,7.0,0.0
13,40,87,6.0,6.5,0.7071067811865476
13,40,88,8.0,7.0,1.4142135623730951
13,40,89,10.0,9.0,1.4142135623730951
13,40,90,8.0,9.0,1.4142135623730951
13,40,91,9.0,8.5,0.7071067811865476
13,40,92,9.0,9.0,0.0
13,40,93,7.0,8.0,1.4142135623730951
13,40,94,6.0,6.5,0.7071067811865476
13,40,95,8.0,7.0,1.4142135623730951
13,40,96,6.0,7.0,1.4142135623730951
13,40,97,6.0,6.0,0.0
13,40,98,11.0,8.5,3.5355339059327378
12,43,1,0.0,0.0,0.0
12,43,2,305.0,305.0,0.0
12,43,3,286.0,295.5,13.435028842544403
12,43,4,268.0,277.0,12.727922061357855
12,43,5,311.0,289.5,30.405591591021544
12,43,6,565.0,438.0,179.60512242138307
12,43,7,433.0,499.0,93.33809511662427
12,43,8,370.0,401.5,44.54772721475249
12,43,9,302.0,336.0,48.08326112068523
12,43,10,282.0,292.0,14.142135623730951
12,43,11,287.0,284.5,3.5355339059327378
12,43,12,220.0,253.5,47.37615433949868
12,43,13,226.0,223.0,4.242640687119285
12,43,14,197.0,211.5,20.506096654409877
12,43,15,236.0,216.5,27.577164466275352
12,43,16,233.0,234.5,2.1213203435596424
12,43,17,193.0,213.0,28.284271247461902
12,43,18,219.0,206.0,18.384776310850235
12,43,19,180.0,199.5,27.577164466275352
12,43,20,118.0,149.0,43.840620433565945
12,43,21,115.0,116.5,2.1213203435596424
12,43,22,114.0,114.5,0.7071067811865476
12,43,23,108.0,111.0,4.242640687119285
12,43,24,104.0,106.0,2.8284271247461903
12,43,25,108.0,106.0,2.8284271247461903
12,43,26,111.0,109.5,2.1213203435596424
12,43,27,72.0,91.5,27.577164466275352
12,43,28,64.0,68.0,5.656854249492381
12,43,29,51.0,57.5,9.192388155425117
12,43,30,113.0,82.0,43.840620433565945
12,43,31,122.0,117.5,6.363961030678928
12,43,32,76.0,99.0,32.526911934581186
12,43,33,86.0,81.0,7.0710678118654755
12,43,34,140.0,113.0,38.18376618407357
12,43,35,114.0,127.0,18.384776310850235
12,43,36,93.0,103.5,14.849242404917497
12,43,37,107.0,100.0,9.899494936611665
12,43,38,94.0,100.5,9.192388155425117
12,43,39,75.0,84.5,13.435028842544403
12,43,40,131.0,103.0,39.59797974644666
12,43,41,159.0,145.0,19.79898987322333
12,43,42,108.0,133.5,36.062445840513924
12,43,43,109.0,108.5,0.7071067811865476
12,43,44,93.0,101.0,11.313708498984761
12,43,45,81.0,87.0,8.48528137423857
12,43,46,105.0,93.0,16.97056274847714
12,43,47,137.0,121.0,22.627416997969522
12,43,48,121.0,129.0,11.313708498984761
12,43,49,776.0,448.5,463.1549416771886
12,43,50,373.0,574.5,284.9640328181787
12,43,51,172.0,272.5,142.12846301849606
12,43,52,103.0,137.5,48.79036790187178
12,43,53,87.0,95.0,11.313708498984761
12,43,54,69.0,78.0,12.727922061357855
12,43,55,64.0,66.5,3.5355339059327378
12,43,56,58.0,61.0,4.242640687119285
12,43,57,51.0,54.5,4.949747468305833
12,43,58,58.0,54.5,4.949747468305833
12,43,59,85.0,71.5,19.091883092036785
12,43,60,67.0,76.0,12.727922061357855
12,43,61,70.0,68.5,2.1213203435596424
12,43,62,64.0,67.0,4.242640687119285
12,43,63,68.0,66.0,2.8284271247461903
12,43,64,63.0,65.5,3.5355339059327378
12,43,65,53.0,58.0,7.0710678118654755
12,43,66,59.0,56.0,4.242640687119285
12,43,67,61.0,60.0,1.4142135623730951
12,43,68,51.0,56.0,7.0710678118654755
12,43,69,63.0,57.0,8.48528137423857
12,43,70,52.0,57.5,7.7781745930520225
12,43,71,42.0,47.0,7.0710678118654755
12,43,72,38.0,40.0,2.8284271247461903
12,43,73,42.0,40.0,2.8284271247461903
12,43,74,33.0,37.5,6.363961030678928
12,43,75,42.0,37.5,6.363961030678928
12,43,76,39.0,40.5,2.1213203435596424
12,43,77,27.0,33.0,8.48528137423857
12,43,78,37.0,32.0,7.0710678118654755
12,43,79,40.0,38.5,2.1213203435596424
12,43,80,30.0,35.0,7.0710678118654755
12,43,81,25.0,27.5,3.5355339059327378
12,43,82,20.0,22.5,3.5355339059327378
12,43,83,20.0,20.0,0.0
12,43,84,30.0,25.0,7.0710678118654755
12,43,85,21.0,25.5,6.363961030678928
12,43,86,31.0,26.0,7.0710678118654755
12,43,87,29.0,30.0,1.4142135623730951
12,43,88,24.0,26.5,3.5355339059327378
12,43,89,28.0,26.0,2.8284271247461903
12,43,90,22.0,25.0,4.242640687119285
12,43,91,40.0,31.0,12.727922061357855
12,43,92,29.0,34.5,7.7781745930520225
12,44,1,0.0,0.0,0.0
12,44,2,356.0,356.0,0.0
12,44,3,401.0,378.5,31.81980515339464
12,44,4,346.0,373.5,38.890872965260115
12,44,5,317.0,331.5,20.506096654409877
12,44,6,335.0,326.0,12.727922061357855
12,44,7,425.0,380.0,63.63961030678928
12,44,8,322.0,373.5,72.8319984622144
12,44,9,322.0,322.0,0.0
12,44,10,347.0,334.5,17.67766952966369
12,44,11,324.0,335.5,16.263455967290593
12,44,12,342.0,333.0,12.727922061357855
12,44,13,250.0,296.0,65.05382386916237
12,44,14,258.0,254.0,5.656854249492381
12,44,15,300.0,279.0,29.698484809834994
12,44,16,248.0,274.0,36.76955262170047
12,44,17,247.0,247.5,0.7071067811865476
12,44,18,238.0,242.5,6.363961030678928
12,44,19,220.0,229.0,12.727922061357855
12,44,20,222.0,221.0,1.4142135623730951
12,44,21,216.0,219.0,4.242640687119285
12,44,22,199.0,207.5,12.020815280171307
12,44,23,215.0,207.0,11.313708498984761
12,44,24,226.0,220.5,7.7781745930520225
12,44,25,223.0,224.5,2.1213203435596424
12,44,26,195.0,209.0,19.79898987322333
12,44,27,184.0,189.5,7.7781745930520225
12,44,28,245.0,214.5,43.1335136523794
12,44,29,399.0,322.0,108.89444430272832
12,44,30,233.0,316.0,117.37972567696688
12,44,31,291.0,262.0,41.012193308819754
12,44,32,252.0,271.5,27.577164466275352
12,44,33,433.0,342.5,127.9863273947651
12,44,34,355.0,394.0,55.154328932550705
12,44,35,262.0,308.5,65.76093065034893
12,44,36,235.0,248.5,19.091883092036785
12,44,37,240.0,237.5,3.5355339059327378
12,44,38,238.0,239.0,1.4142135623730951
12,44,39,232.0,235.0,4.242640687119285
12,44,40,236.0,234.0,2.8284271247461903
12,44,41,197.0,216.5,27.577164466275352
12,44,42,154.0,175.5,30.405591591021544
12,44,43,187.0,170.5,23.33452377915607
12,44,44,157.0,172.0,21.213203435596427
12,44,45,262.0,209.5,74.24621202458749
12,44,46,208.0,235.0,38.18376618407357
12,44,47,200.0,204.0,5.656854249492381
12,44,48,225.0,212.5,17.67766952966369
12,44,49,194.0,209.5,21.920310216782973
12,44,50,235.0,214.5,28.991378028648448
12,44,51,241.0,238.0,4.242640687119285
12,44,52,230.0,235.5,7.7781745930520225
12,44,53,203.0,216.5,19.091883092036785
12,44,54,188.0,195.5,10.606601717798213
12,44,55,222.0,205.0,24.041630560342615
12,44,56,210.0,216.0,8.48528137423857
12,44,57,253.0,231.5,30.405591591021544
12,44,58,259.0,256.0,4.242640687119285
12,44,59,329.0,294.0,49.49747468305833
12,44,60,234.0,281.5,67.17514421272202
12,44,61,217.0,225.5,12.020815280171307
12,44,62,232.0,224.5,10.606601717798213
12,44,63,247.0,239.5,10.606601717798213
12,44,64,229.0,238.0,12.727922061357855
12,44,65,178.0,203.5,36.062445840513924
12,44,66,181.0,179.5,2.1213203435596424
12,44,67,177.0,179.0,2.8284271247461903
12,44,68,132.0,154.5,31.81980515339464
12,44,69,135.0,133.5,2.1213203435596424
12,44,70,150.0,142.5,10.606601717798213
12,44,71,118.0,134.0,22.627416997969522
12,44,72,101.0,109.5,12.020815280171307
12,44,73,100.0,100.5,0.7071067811865476
12,44,74,110.0,105.0,7.0710678118654755
12,44,75,76.0,93.0,24.041630560342615
12,44,76,143.0,109.5,47.37615433949868
12,44,77,128.0,135.5,10.606601717798213
12,44,78,114.0,121.0,9.899494936611665
12,44,79,121.0,117.5,4.949747468305833
12,44,80,91.0,106.0,21.213203435596427
12,44,81,169.0,130.0,55.154328932550705
12,44,82,210.0,189.5,28.991378028648448
12,44,83,144.0,177.0,46.66904755831214
12,44,84,133.0,138.5,7.7781745930520225
12,44,85,174.0,153.5,28.991378028648448
12,44,86,173.0,173.5,0.7071067811865476
12,44,87,130.0,151.5,30.405591591021544
12,44,88,129.0,129.5,0.7071067811865476
12,44,89,112.0,120.5,12.020815280171307
12,44,90,113.0,112.5,0.7071067811865476
12,44,91,119.0,116.0,4.242640687119285
22,47,1,0.0,0.0,0.0
22,47,2,483.0,483.0,0.0
22,47,3,187.0,335.0,209.30360723121808
22,47,4,219.0,203.0,22.627416997969522
22,47,5,208.0,213.5,7.7781745930520225
22,47,6,144.0,176.0,45.254833995939045
22,47,7,145.0,144.5,0.7071067811865476
22,47,8,191.0,168.0,32.526911934581186
22,47,9,171.0,181.0,14.142135623730951
22,47,10,194.0,182.5,16.263455967290593
22,47,11,210.0,202.0,11.313708498984761
22,47,12,233.0,221.5,16.263455967290593
22,47,13,140.0,186.5,65.76093065034893
22,47,14,104.0,122.0,25.45584412271571
22,47,15,57.0,80.5,33.23401871576773
22,47,16,64.0,60.5,4.949747468305833
22,47,17,41.0,52.5,16.263455967290593
22,47,18,63.0,52.0,15.556349186104045
22,47,19,50.0,56.5,9.192388155425117
22,47,20,28.0,39.0,15.556349186104045
22,47,21,37.0,32.5,6.363961030678928
22,47,22,33.0,35.0,2.8284271247461903
22,47,23,42.0,37.5,6.363961030678928
22,47,24,27.0,34.5,10.606601717798213
22,47,25,29.0,28.0,1.4142135623730951
22,47,26,45.0,37.0,11.313708498984761
22,47,27,45.0,45.0,0.0
22,47,28,41.0,43.0,2.8284271247461903
22,47,29,49.0,45.0,5.656854249492381
22,47,30,34.0,41.5,10.606601717798213
22,47,31,34.0,34.0,0.0
22,47,32,32.0,33.0,1.4142135623730951
22,47,33,37.0,34.5,3.5355339059327378
22,47,34,53.0,45.0,11.313708498984761
22,47,35,52.0,52.5,0.7071067811865476
22,47,36,51.0,51.5,0.7071067811865476
22,47,37,30.0,40.5,14.849242404917497
22,47,38,31.0,30.5,0.7071067811865476
22,47,39,27.0,29.0,2.8284271247461903
22,47,40,18.0,22.5,6.363961030678928
22,47,41,12.0,15.0,4.242640687119285
22,47,42,13.0,12.5,0.7071067811865476
22,47,43,14.0,13.5,0.7071067811865476
22,47,44,19.0,16.5,3.5355339059327378
22,47,45,17.0,18.0,1.4142135623730951
22,47,46,8.0,12.5,6.363961030678928
22,47,47,16.0,12.0,5.656854249492381
22,47,48,7.0,11.5,6.363961030678928
22,47,49,5.0,6.0,1.4142135623730951
22,47,50,8.0,6.5,2.1213203435596424
22,47,51,15.0,11.5,4.949747468305833
22,47,52,14.0,14.5,0.7071067811865476
22,47,53,18.0,16.0,2.8284271247461903
22,47,54,9.0,13.5,6.363961030678928
22,47,55,4.0,6.5,3.5355339059327378
22,47,56,15.0,9.5,7.7781745930520225
22,47,57,17.0,16.0,1.4142135623730951
22,47,58,15.0,16.0,1.4142135623730951
22,47,59,18.0,16.5,2.1213203435596424
22,47,60,21.0,19.5,2.1213203435596424
22,47,61,13.0,17.0,5.656854249492381
22,47,62,10.0,11.5,2.1213203435596424
22,47,63,5.0,7.5,3.5355339059327378
22,47,64,9.0,7.0,2.8284271247461903
22,47,65,11.0,10.0,1.4142135623730951
22,47,66,11.0,11.0,0.0
22,47,67,8.0,9.5,2.1213203435596424
22,47,68,7.0,7.5,0.7071067811865476
22,47,69,25.0,16.0,12.727922061357855
22,47,70,16.0,20.5,6.363961030678928
22,47,71,2.0,9.0,9.899494936611665
22,47,72,6.0,4.0,2.8284271247461903
22,47,73,7.0,6.5,0.7071067811865476
22,47,74,2.0,4.5,3.5355339059327378
22,47,75,84.0,43.0,57.982756057296896
22,47,76,22.0,53.0,43.840620433565945
22,47,77,40.0,31.0,12.727922061357855
22,47,78,42.0,41.0,1.4142135623730951
22,47,79,21.0,31.5,14.849242404917497
22,47,80,18.0,19.5,2.1213203435596424
22,47,81,16.0,17.0,1.4142135623730951
22,47,82,16.0,16.0,0.0
22,47,83,37.0,26.5,14.849242404917497
22,47,84,395.0,216.0,253.144227664784
22,47,85,25.0,210.0,261.6295090390226
22,47,86,16.0,20.5,6.363961030678928
22,47,87,12.0,14.0,2.8284271247461903
22,47,88,11.0,11.5,0.7071067811865476
22,47,89,7.0,9.0,2.8284271247461903
22,47,90,6.0,6.5,0.7071067811865476
22,47,91,8.0,7.0,1.4142135623730951
22,47,92,9.0,8.5,0.7071067811865476
22,47,93,2.0,5.5,4.949747468305833
22,47,94,2.0,2.0,0.0
22,47,95,5.0,3.5,2.1213203435596424
22,47,96,3.0,4.0,1.4142135623730951
22,47,97,5.0,4.0,1.4142135623730951
22,47,98,1.0,3.0,2.8284271247461903
22,47,99,3.0,2.0,1.4142135623730951
22,47,100,3.0,3.0,0.0
22,47,101,10.0,6.5,4.949747468305833
22,47,102,8.0,9.0,1.4142135623730951
22,47,103,7.0,7.5,0.7071067811865476
22,47,104,6.0,6.5,0.7071067811865476
22,47,105,7.0,6.5,0.7071067811865476
22,47,106,3.0,5.0,2.8284271247461903
22,47,107,8.0,5.5,3.5355339059327378
22,47,108,4.0,6.0,2.8284271247461903
22,47,109,7.0,5.5,2.1213203435596424
22,47,110,4.0,5.5,2.1213203435596424
12,48,1,0.0,0.0,0.0
12,48,2,0.0,0.0,0.0
12,48,3,0.0,0.0,0.0
12,48,4,0.0,0.0,0.0
12,48,5,0.0,0.0,0.0
12,48,6,0.0,0.0,0.0
12,48,7,0.0,0.0,0.0
12,48,8,0.0,0.0,0.0
12,48,9,0.0,0.0,0.0
12,48,10,0.0,0.0,0.0
12,48,11,0.0,0.0,0.0
12,48,12,0.0,0.0,0.0
12,48,13,0.0,0.0,0.0
12,48,14,0.0,0.0,0.0
12,48,15,0.0,0.0,0.0
12,48,16,0.0,0.0,0.0
12,48,17,0.0,0.0,0.0
12,48,18,0.0,0.0,0.0
12,48,19,0.0,0.0,0.0
12,48,20,0.0,0.0,0.0
12,48,21,0.0,0.0,0.0
12,48,22,0.0,0.0,0.0
12,48,23,0.0,0.0,0.0
12,48,24,0.0,0.0,0.0
12,48,25,0.0,0.0,0.0
12,48,26,0.0,0.0,0.0
12,48,27,0.0,0.0,0.0
